         3508955 function calls (3465220 primitive calls) in 14.706 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\ssd.py:28(SSD300_VGG16_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\external\importtools.py:48(import_module)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\PngImagePlugin.py:103(Disposal)
        3    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\cuda\__init__.py:434(get_device_properties)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\shape_inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\functions\expintegrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\quantization\shufflenetv2.py:192(ShuffleNet_V2_X2_0_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\utils\parametrizations.py:40(_Orthogonal)
      161    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\util.py:196(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\domains\simpledomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\matrices\expressions\matpow.py:12(MatPow)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\tqdm\std.py:244(tqdm)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\nn\sparse\quantized\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\experimental\_backward_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\operators\concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\riccati.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\parallel\distributed.py:222(_BufferCommHookLocation)
       56    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_refs\__init__.py:451(_make_elementwise_unary_reference)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\functions\elementary\trigonometric.py:3224(acsc)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\resnet.py:571(ResNeXt101_64X4D_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\squeezenet.py:145(SqueezeNet1_1_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\ml_dtypes\_finfo.py:283(_float6_e3m2fn_finfo)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\printing\pycode.py:682(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\quantization\resnet.py:261(ResNeXt101_64X4D_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\export\unflatten.py:26(_AttrKind)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vision_transformer.py:430(ViT_B_32_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\operations.py:19(AssocOp)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\swin_transformer.py:727(Swin_V2_T_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\video\swin_transformer.py:543(Swin3D_S_Weights)
       24    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:1884(<genexpr>)
    27/19    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\google\protobuf\internal\builder.py:56(BuildNestedDescriptors)
       28    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\rational.py:7(create_reduced)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:535(EfficientNet_B3_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\shufflenetv2.py:215(ShuffleNet_V2_X1_0_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\quantization\shufflenetv2.py:149(ShuffleNet_V2_X1_0_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:511(EfficientNet_B2_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:715(EfficientNet_V2_L_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\video\mvit.py:634(MViT_V2_S_Weights)
       44    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\subscheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\version_converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\matrices\calculus.py:1(<module>)
       40    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\trace_rules.py:3119(_strip_init_py)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\swin_transformer.py:677(Swin_S_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\swin_transformer.py:752(Swin_V2_S_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\segmentation\deeplabv3.py:183(DeepLabV3_MobileNet_V3_Large_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\multiprocessing\spawn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\segmentation\deeplabv3.py:162(DeepLabV3_ResNet101_Weights)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\convnext.py:249(ConvNeXt_Base_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:607(EfficientNet_B6_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\video\resnet.py:342(MC3_18_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\convnext.py:269(ConvNeXt_Large_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:559(EfficientNet_B4_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:631(EfficientNet_B7_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\retinanet.py:701(RetinaNet_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\utils\parametrizations.py:367(_SpectralNorm)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\external\importtools.py:14(__sympy_debug)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:583(EfficientNet_B5_Weights)
       77    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_storage_docs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\utils.py:251(dynamo_timed_inner)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\efficientnet.py:655(EfficientNet_V2_S_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchgen\model.py:47(Variant)
        2    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\ctx_mp_python.py:368(__new__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\functions\special\error_functions.py:2364(fresnels)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\mask_rcnn.py:380(MaskRCNN_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\densenet.py:327(DenseNet201_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\video\resnet.py:362(R2Plus1D_18_Weights)
       33    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2173(RewriteSymbolics)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\sets\ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vgg.py:246(VGG16_BN_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\faster_rcnn.py:440(FasterRCNN_MobileNet_V3_Large_320_FPN_Weights)
        3    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\lib\ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\densenet.py:307(DenseNet169_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\mobilenetv3.py:340(MobileNet_V3_Small_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\storage.py:416(_storage_type_to_dtype_map)
       97    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:5713(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vgg.py:137(VGG11_BN_Weights)
       33    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2064(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\functions\elliptic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\assumptions\relation\binrel.py:15(BinaryRelation)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\shufflenetv2.py:237(ShuffleNet_V2_X1_5_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\_import_utils.py:1(<module>)
      251    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      104    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:1342(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\functions\elementary\miscellaneous.py:35(IdentityFunction)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\strategies\core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vgg.py:286(VGG19_BN_Weights)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\immutable_collections.py:33(_create_immutable_container)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_attachment.py:18(Attachment)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\functions\elementary\trigonometric.py:2573(atan)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vgg.py:177(VGG13_BN_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\intfunc.py:1(<module>)
       24    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\function.py:351(__setattr__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vgg.py:157(VGG13_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\random.py:366(randint)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\matrices\immutable.py:30(ImmutableRepMatrix)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vgg.py:266(VGG19_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\external_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\vision_transformer.py:536(ViT_L_32_Weights)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\operators\gavgpool.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
      171    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\core\multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\backends\nnpack\__init__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\sympify.py:68(_is_numpy_instance)
